index,price,type,sqfeet,beds,baths,lat,long
1144,750,duplex,700,1,1.0,31.7321,-106.363
1145,1330,house,2715,4,3.0,31.535,-97.1899
1146,700,apartment,670,1,1.0,32.431999999999995,-99.7724
1147,845,apartment,660,1,1.0,29.2635,-94.8344
1148,1095,apartment,645,1,1.0,32.9865,-96.686
1149,2400,apartment,1149,2,2.0,31.9143,-102.299
1150,800,apartment,759,1,1.0,32.3049,-95.2782
1151,849,apartment,614,1,1.0,29.5613,-97.9628
1152,599,apartment,846,2,2.0,29.8927,-97.9364
1153,804,apartment,1027,2,2.0,31.0748,-97.7397
1154,1425,apartment,1004,2,2.0,29.8754,-97.9404
1155,489,apartment,533,1,1.0,31.1032,-97.3419
1156,860,apartment,700,1,1.0,32.4151,-96.8264
1157,585,apartment,404,1,1.0,31.8552,-106.435
1158,1089,apartment,712,1,1.0,32.0276,-102.148
1159,750,apartment,725,2,1.5,33.9519,-98.5145
1160,1998,apartment,1206,2,2.0,33.1377,-96.7524
1161,1320,apartment,1045,2,2.0,30.3318,-95.487
1162,695,apartment,819,2,1.5,31.8992,-106.421
1163,695,apartment,662,1,1.0,33.8894,-98.5119
1164,715,apartment,761,1,1.0,33.8894,-98.5119
1165,1070,apartment,618,1,1.0,31.5171,-97.1198
1166,1070,apartment,1308,2,2.0,33.5491,-101.751
1167,615,apartment,364,0,1.0,35.1653,-101.884
1168,675,apartment,695,1,1.0,26.2467,-98.2252
1169,775,apartment,675,1,1.0,29.5077,-98.5553
1170,1670,apartment,1045,2,2.0,32.8595,-96.9762
1171,750,apartment,725,2,1.5,33.9519,-98.5145
1172,1010,apartment,735,1,1.0,30.638,-96.294
1173,400,house,1261,3,2.0,31.1172,-97.6651
1174,615,apartment,364,0,1.0,35.1653,-101.884
1175,585,apartment,404,1,1.0,nan,nan
1176,825,apartment,805,2,2.0,33.8633,-98.534
1177,799,apartment,500,1,1.0,29.8754,-97.9404
1178,905,apartment,902,2,1.0,30.0948,-94.1648
1179,895,apartment,869,2,1.0,28.809,-96.9993
1180,980,apartment,1022,2,2.0,31.9301,-106.442
1181,905,apartment,902,2,1.0,30.0948,-94.1648
1182,650,apartment,400,1,1.0,31.1202,-97.8824
1183,1109,apartment,662,1,1.0,32.0276,-102.148
1184,825,apartment,652,1,1.0,32.9478,-96.8932
1185,720,apartment,848,2,1.0,31.1214,-97.7104
1186,875,apartment,860,2,1.0,32.6782,-96.7646
1187,925,apartment,820,2,1.0,31.078000000000007,-97.7145
1188,589,apartment,480,0,1.0,30.619,-96.3185
1189,995,apartment,508,1,1.0,29.8986,-97.9606
1190,1290,apartment,802,2,1.0,31.8579,-102.352
1191,1475,apartment,1084,2,2.0,29.5704,-95.5423
1192,1050,apartment,783,1,1.0,nan,nan
1193,869,apartment,691,1,1.0,30.0931,-94.1899
1194,1330,apartment,1025,2,2.0,30.3873,-97.7481
1195,715,apartment,650,2,1.0,27.7469,-97.392
1196,849,apartment,716,1,1.0,30.6045,-96.3123
1197,763,apartment,568,1,1.0,30.6749,-96.3512
1198,2200,apartment,1260,3,2.0,30.2117,-97.7721
1199,1314,apartment,822,1,1.0,27.6902,-97.3293
1200,1030,apartment,720,1,1.0,32.0395,-102.107
1201,925,apartment,714,1,1.0,27.7391,-97.3679
1202,1299,manufactured,1568,4,2.0,32.419000000000004,-95.2106
1203,1025,apartment,920,2,2.0,29.7085,-98.1144
1204,1050,apartment,745,2,0.0,29.8754,-97.9404
1205,880,apartment,754,1,1.0,31.5175,-97.1547
1206,579,apartment,796,2,1.0,31.7195,-94.6168
1207,1125,apartment,879,2,2.0,29.263,-94.8371
1208,1625,apartment,1147,2,2.0,32.8697,-96.9389
1209,695,apartment,659,1,1.0,31.5261,-97.184
1210,725,apartment,616,1,1.0,29.8754,-97.9404
1211,905,apartment,602,1,1.0,30.3764,-97.7078
1212,1275,apartment,981,2,2.0,29.8754,-97.9404
1213,1140,apartment,1401,3,2.0,33.8712,-98.5127
1214,1475,apartment,1024,2,2.0,29.4337,-98.6535
1215,896,apartment,660,1,1.0,29.8754,-97.9404
1216,1750,house,1901,4,2.0,29.7888,-97.9561
1217,888,townhouse,1200,1,1.5,29.9766,-95.6358
1218,1275,apartment,993,2,1.0,32.8409,-97.2854
1219,795,apartment,750,1,1.0,29.3456,-98.5132
1220,720,apartment,722,1,1.0,32.3264,-95.3152
1221,660,apartment,689,2,1.0,31.8552,-106.435
1222,700,apartment,650,1,1.0,33.9519,-98.5145
1223,1185,apartment,700,1,1.0,32.8756,-96.7495
1224,849,apartment,614,1,1.0,29.5613,-97.9628
1225,1090,apartment,750,2,1.5,31.9412,-102.403
1226,575,apartment,495,0,1.0,26.2556,-98.2303
1227,615,apartment,364,0,1.0,35.1653,-101.884
1228,729,apartment,902,2,2.0,33.6068,-101.888
1229,880,apartment,1500,3,2.5,31.8533,-106.438
1230,919,apartment,945,2,2.0,29.4669,-95.0229
1231,1395,apartment,1100,2,2.0,29.8754,-97.9404
1232,900,apartment,607,1,1.0,31.8341,-102.416
1233,765,apartment,540,1,1.0,27.6868,-97.3262
1234,1075,apartment,1073,2,2.0,33.5924,-101.937
1235,979,apartment,1100,2,2.0,29.5463,-95.088
1236,1005,apartment,652,1,1.0,33.1605,-96.8916
1237,880,apartment,1040,2,2.0,32.392,-99.7746
1238,1220,apartment,1139,3,2.0,32.5467,-94.7487
1239,659,apartment,600,1,1.0,30.619,-96.3185
1240,615,apartment,364,0,1.0,35.1653,-101.884
1241,863,apartment,758,2,1.0,30.6754,-96.3501
1242,979,apartment,1100,2,2.0,29.5463,-95.088
1243,699,apartment,880,2,2.0,30.6057,-96.3108
1244,795,apartment,652,1,1.0,27.6758,-97.3475
1245,615,apartment,364,0,1.0,35.1653,-101.884
1246,1039,apartment,799,1,1.0,29.6436,-95.798
1247,675,apartment,925,2,1.0,30.651,-96.3336
1248,949,apartment,953,2,1.5,30.7028,-95.542
1249,930,apartment,713,1,1.0,30.1118,-95.5546
1250,1211,apartment,988,2,2.0,29.5575,-98.5136
1251,780,apartment,980,1,1.0,32.723,-97.4483
1252,599,apartment,560,1,1.0,35.1617,-101.92
1253,874,apartment,987,2,2.0,29.3595,-98.4499
1254,725,apartment,711,1,1.0,31.535,-97.1899
1255,915,apartment,965,2,2.0,29.5613,-97.9628
1256,999,apartment,900,2,2.0,32.3068,-95.26
1257,860,apartment,757,1,1.0,29.5298,-95.0334
1258,848,apartment,916,3,1.0,29.3302,-98.5182
1259,2080,apartment,1075,2,2.0,30.2559,-97.7474
1260,886,apartment,790,1,1.0,33.5434,-101.934
1261,460,apartment,320,0,1.0,30.6327,-96.3662
1262,1355,apartment,717,1,1.0,32.8456,-96.7701
1263,859,apartment,858,1,1.0,29.7149,-95.612
1264,2000,townhouse,1670,3,2.5,29.7387,-95.4856
1265,799,apartment,660,1,1.0,32.3068,-95.26
1266,1025,apartment,726,1,1.0,31.8682,-102.394
1267,1170,apartment,863,1,1.0,33.0581,-96.7964
1268,775,apartment,650,1,1.0,29.5334,-98.4975
1269,625,apartment,950,2,2.0,26.1948,-97.6781
1270,670,apartment,905,2,2.0,33.6975,-101.905
1271,1800,apartment,1064,3,2.0,31.8579,-102.352
1272,1005,apartment,700,2,1.0,30.2456,-97.7383
1273,425,apartment,534,1,1.0,31.1211,-97.905
1274,979,apartment,1100,2,2.0,29.5463,-95.088
1275,1250,apartment,585,1,1.0,nan,nan
1276,995,apartment,728,1,1.0,30.2219,-97.7431
1277,1100,apartment,828,1,1.0,nan,nan
1278,1155,apartment,1070,2,1.5,30.3073,-97.6696
1279,1160,house,1650,3,2.0,26.2557,-98.2384
1280,1100,apartment,828,1,1.0,nan,nan
1281,1599,apartment,751,1,1.0,32.7939,-96.8319
1282,925,apartment,820,2,1.0,31.078000000000007,-97.7145
1283,1242,apartment,975,2,1.5,29.8754,-97.9404
1284,1335,apartment,905,2,0.0,32.939,-97.233
1285,1160,apartment,1225,3,2.0,32.2947,-95.2788
1286,945,apartment,1030,2,2.0,33.5544,-101.869
1287,675,manufactured,1000,3,2.0,35.2225,-101.765
1288,1501,townhouse,1300,3,2.0,29.2971,-94.8002
1289,945,apartment,700,1,1.0,31.7346,-95.5332
1290,499,apartment,964,1,1.0,29.8754,-97.9404
1291,501,apartment,291,0,1.0,31.8123,-106.512
1292,650,apartment,860,2,1.0,35.1653,-101.884
1293,675,apartment,700,2,1.0,31.7089,-106.329
1294,1275,apartment,1060,2,2.0,30.1876,-97.7472
1295,615,apartment,364,0,1.0,35.1653,-101.884
1296,670,apartment,650,2,1.0,31.7089,-106.329
1297,925,apartment,820,2,1.0,31.078000000000007,-97.7145
1298,865,apartment,814,1,1.0,27.5569,-99.4907
1299,840,apartment,805,2,2.0,33.8633,-98.534
1300,1182,apartment,662,1,1.0,32.8697,-96.9389
1301,1235,apartment,1295,3,2.0,29.8754,-97.9404
1302,1200,apartment,1150,3,2.0,29.5173,-98.3217
1303,800,apartment,725,2,1.5,33.9519,-98.5145
1304,839,apartment,1050,2,2.0,32.5036,-94.6771
1305,475,apartment,525,1,1.0,31.1223,-97.7185
1306,925,apartment,1076,2,1.0,29.7176,-95.5186
1307,1150,apartment,966,2,2.0,29.7092,-98.0805
1308,1100,apartment,1000,2,2.0,32.925,-96.8446
1309,1915,apartment,931,1,1.0,30.2446,-97.7809
1310,750,apartment,1008,2,1.5,31.8493,-106.455
1311,1789,apartment,1403,3,2.0,29.8016,-95.4467
1312,995,apartment,648,1,1.0,30.2219,-97.7431
1313,1435,apartment,1150,3,2.0,31.5892,-99.6326
1314,745,apartment,734,1,1.0,31.8197,-106.549
1315,1126,apartment,975,2,1.0,29.5463,-95.088
1316,650,condo,701,2,2.0,30.6045,-96.3123
1317,509,apartment,700,2,2.0,34.9829,-101.902
1318,619,apartment,616,1,1.0,30.6057,-96.3108
1319,771,apartment,602,1,1.0,32.392,-99.7746
1320,1045,apartment,765,2,1.0,32.8479,-96.974
1321,735,apartment,750,1,1.0,30.1175,-94.1903
1322,835,apartment,907,2,1.5,29.451,-98.6169
1323,1368,apartment,785,1,1.0,30.4853,-97.8082
1324,914,apartment,661,1,1.0,29.5298,-95.0334
1325,966,apartment,926,2,2.0,29.5652,-98.4772
1326,475,apartment,525,1,1.0,31.1223,-97.7185
1327,499,apartment,964,1,1.0,29.8754,-97.9404
1328,975,apartment,890,2,2.0,27.6758,-97.3475
1329,860,apartment,1040,2,2.5,30.6189,-96.3154
1330,833,apartment,667,1,1.0,29.5917,-98.4686
1331,1185,apartment,597,1,1.0,32.831,-96.7692
1332,800,apartment,725,2,1.5,33.9519,-98.5145
1333,599,apartment,960,2,2.0,35.1617,-101.92
1334,699,apartment,803,2,1.0,30.6045,-96.3123
1335,1040,apartment,700,1,1.0,31.8792,-102.301
1336,1799,house,1585,3,2.0,nan,nan
1337,900,townhouse,1046,2,1.5,33.5593,-101.937
1338,799,apartment,654,1,1.0,33.5195,-101.961
1339,599,apartment,846,2,2.0,29.8929,-97.9363
1340,1593,apartment,1154,2,2.0,30.4521,-97.7688
1341,999,apartment,978,2,2.0,33.2493,-95.9097
1342,775,duplex,980,2,1.0,31.071,-97.3898
1343,699,apartment,880,2,2.0,30.6057,-96.3108
1344,454,apartment,1150,4,2.0,31.5171,-97.1198
1345,869,apartment,575,1,1.0,29.7363,-95.4898
1346,700,apartment,725,2,1.5,33.9519,-98.5145
1347,715,apartment,1500,3,3.5,29.8986,-97.9606
1348,1385,condo,702,1,1.0,29.7594,-95.3594
1349,740,apartment,856,2,1.0,32.4366,-99.79
1350,840,apartment,597,1,1.0,29.5252,-98.342
1351,1467,apartment,1479,4,2.0,29.8754,-97.9404
1352,979,apartment,1100,2,2.0,29.5463,-95.088
1353,1275,apartment,559,1,1.0,30.2455,-97.7478
1354,700,apartment,275,0,1.0,27.6934,-97.3979
1355,1072,apartment,720,1,1.0,32.6041,-96.8653
1356,1615,apartment,1341,2,2.0,30.2257,-95.4924
1357,819,apartment,950,2,1.0,29.8402,-95.3844
1358,775,apartment,570,1,1.0,32.6757,-96.765
1359,950,house,1650,3,2.0,33.5684,-101.864
1360,807,apartment,1100,2,2.0,33.5196,-101.862
1361,675,apartment,650,1,1.0,33.9519,-98.5145
1362,2183,apartment,1260,2,2.0,32.0362,-102.081
1363,700,apartment,985,2,2.0,26.2555,-98.2538
1364,849,apartment,757,1,1.0,29.5334,-98.4975
1365,795,apartment,652,1,1.0,27.6758,-97.3475
1366,989,apartment,1100,2,2.0,28.8417,-96.9836
1367,1565,condo,1250,2,2.5,31.8996,-102.357
1368,919,apartment,725,1,1.0,29.5189,-98.6006
1369,665,apartment,475,0,1.0,29.5244,-98.5801
1370,639,apartment,950,2,2.0,27.5304,-97.8825
1371,1080,apartment,931,2,2.0,32.7829,-97.1114
1372,1490,apartment,818,1,1.0,30.2315,-97.7223
1373,1630,apartment,1328,3,2.0,30.4254,-97.7195
1374,1099,manufactured,1216,3,2.0,29.7229,-98.0742
1375,1085,apartment,530,1,1.0,32.7887,-96.7676
1376,700,apartment,650,1,1.5,33.9519,-98.5145
1377,945,apartment,810,2,1.0,27.7395,-97.3674
1378,625,apartment,650,1,1.0,33.8633,-98.534
1379,1099,house,1571,3,2.0,30.0298,-97.8487
1380,1703,apartment,759,1,1.0,32.0362,-102.081
1381,1435,apartment,859,2,1.0,nan,nan
1382,998,apartment,640,1,1.0,30.1308,-95.4726
1383,885,apartment,600,1,1.0,32.6889,-97.0594
1384,500,house,1070,2,2.0,32.5796,-99.6635
1385,790,apartment,479,1,1.0,29.263,-94.8371
1386,615,apartment,364,0,1.0,35.1653,-101.884
1387,525,apartment,280,0,1.0,33.5704,-101.863
1388,1965,apartment,1537,2,2.5,32.0124,-102.124
1389,615,apartment,752,1,1.0,31.11,-97.7637
1390,725,apartment,848,2,1.0,31.116,-97.6847
1391,815,apartment,900,2,1.0,29.6482,-95.2195
1392,819,apartment,753,2,1.0,27.677,-97.365
1393,943,apartment,643,1,1.0,30.3649,-97.6827
1394,1495,apartment,900,2,2.0,31.8816,-102.013
1395,1076,apartment,657,1,1.0,30.2315,-97.7223
1396,1475,apartment,1081,2,2.0,30.1743,-97.8225
1397,660,apartment,689,2,1.0,31.8552,-106.435
1398,795,apartment,830,2,2.0,32.2768,-95.3031
1399,1095,apartment,1177,3,2.0,29.5395,-98.4194
1400,895,apartment,550,1,1.0,29.8925,-97.94
1401,1009,apartment,477,1,1.0,29.8754,-97.9404
1402,599,apartment,617,1,1.0,30.5953,-96.3014
1403,1200,manufactured,300,1,1.0,32.2787,-101.458
1404,975,apartment,1500,2,2.5,29.3946,-100.939
1405,1199,apartment,517,0,1.0,32.9682,-96.7942
1406,1099,apartment,576,1,1.0,31.077,-97.3666
1407,835,apartment,632,1,1.0,32.299,-95.2322
1408,1035,apartment,1284,3,2.0,30.0775,-94.1708
1409,795,duplex,800,2,1.0,29.2983,-94.793
1410,765,apartment,637,1,1.0,27.7103,-97.4092
1411,799,apartment,800,2,2.0,31.535,-97.1899
1412,509,apartment,700,2,2.0,34.9829,-101.902
1413,885,apartment,660,1,1.0,32.8958,-96.9744
1414,389,apartment,1107,4,2.0,30.5922,-96.3276
1415,585,apartment,404,1,1.0,31.8552,-106.435
1416,1715,apartment,1430,3,2.0,29.9966,-97.8335
1417,1145,apartment,742,1,1.0,31.8341,-102.416
1418,789,apartment,597,1,1.0,29.5252,-98.342
1419,1175,apartment,775,1,1.0,33.0005,-96.8314
1420,950,condo,1180,2,2.0,29.7267,-95.5441
1421,1050,apartment,1292,3,2.0,29.875,-97.9364
1422,620,apartment,600,1,1.0,29.5189,-98.6006
1423,575,apartment,800,2,1.0,26.1992,-98.1975
1424,1480,apartment,672,1,1.0,30.2393,-97.7205
1425,950,apartment,720,1,1.0,33.1499,-96.8241
1426,789,manufactured,960,2,2.0,26.1906,-98.1164
1427,2355,apartment,1628,3,2.5,30.249,-97.8414
1428,585,apartment,404,1,1.0,31.8552,-106.435
1429,599,apartment,846,2,2.0,29.8929,-97.9362
1430,2020,house,1829,3,2.0,29.6283,-98.4445
1431,945,apartment,958,2,2.0,33.8712,-98.5127
1432,579,apartment,1386,4,4.0,29.5612,-98.6117
1433,1150,apartment,652,1,1.0,30.2306,-97.8791
1434,975,apartment,1150,3,2.0,26.1793,-98.0091
1435,675,apartment,600,1,1.0,31.535,-97.1899
1436,685,apartment,700,1,1.0,29.6708,-95.4353
1437,800,apartment,750,3,2.0,30.6582,-96.3351
1438,700,apartment,675,1,1.0,33.8633,-98.534
1439,700,apartment,746,2,1.0,31.8552,-106.435
1440,780,apartment,1200,2,2.5,31.8492,-106.455
1441,711,apartment,650,1,1.0,35.2703,-101.943
1442,730,apartment,750,1,1.0,30.1175,-94.1903
1443,945,apartment,868,2,1.5,32.3025,-95.2788
1444,1164,apartment,1051,2,2.0,29.5298,-95.0334
1445,823,apartment,1086,3,2.0,31.3668,-94.7568
1446,875,apartment,950,2,2.0,29.3309,-98.5054
1447,1065,apartment,850,2,1.0,32.815,-96.9824
1448,1105,apartment,1115,3,2.0,29.8754,-97.9404
1449,750,apartment,510,1,1.0,32.7796,-97.3928
1450,1305,apartment,1191,2,2.0,33.0198,-96.9925
1451,1725,apartment,654,1,1.0,32.0364,-102.08
1452,1500,apartment,1309,3,2.0,29.7055,-98.4191
1453,1127,apartment,713,1,1.0,27.677,-97.365
1454,595,apartment,725,1,1.0,30.651,-96.3336
1455,620,house,770,2,2.0,30.2713,-97.7426
1456,1320,apartment,725,1,1.0,32.7492,-96.8389
1457,2500,apartment,1041,2,2.0,32.8038,-96.7851
1458,850,apartment,924,2,1.0,32.7484,-97.2163
1459,819,apartment,753,2,1.0,27.677,-97.365
1460,349,apartment,275,0,1.0,33.5865,-101.861
1461,771,apartment,602,1,1.0,32.3395,-99.6698
1462,779,apartment,827,2,1.5,30.6045,-96.3123
1463,1854,apartment,1066,2,0.0,31.8816,-102.013
1464,1350,apartment,1184,2,2.0,30.2346,-97.7305
1465,640,house,910,2,2.0,30.2713,-97.7426
1466,730,apartment,750,1,1.0,30.1175,-94.1903
1467,645,apartment,1437,4,4.5,29.8986,-97.9606
1468,720,apartment,670,1,1.0,32.431999999999995,-99.7724
1469,615,apartment,752,1,1.0,31.11,-97.7637
1470,675,apartment,650,1,1.0,33.8633,-98.534
1471,1011,apartment,863,2,0.0,29.8754,-97.9404
1472,1250,townhouse,1143,3,2.0,27.4837,-97.8445
1473,2500,house,1400,5,3.0,31.9721,-102.137
1474,610,apartment,761,1,1.0,33.8487,-98.5015
1475,959,apartment,607,1,1.0,29.8754,-97.9404
1476,1020,manufactured,1152,3,2.0,32.2768,-95.3031
1477,755,apartment,800,1,1.5,31.8365,-106.555
1478,806,apartment,756,1,1.0,31.071,-97.3898
1479,1451,apartment,591,1,1.0,30.2638,-97.7166
1480,730,apartment,750,1,1.0,30.1175,-94.1903
1481,914,apartment,757,1,1.0,29.5298,-95.0334
1482,1549,apartment,1120,2,2.0,32.9221,-96.5094
1483,923,apartment,735,1,0.0,29.6734,-98.1149
1484,900,apartment,1050,2,2.0,26.2336,-98.1951
1485,1541,apartment,928,2,2.0,27.6908,-97.3299
1486,1195,apartment,820,2,1.0,29.2894,-94.7933
1487,475,apartment,525,1,1.0,31.1223,-97.7185
1488,1175,apartment,1034,2,2.0,30.14,-94.1604
1489,975,apartment,1150,3,2.0,26.1833,-98.0108
1490,1250,apartment,875,2,1.0,31.9721,-102.137
1491,1470,apartment,1096,2,2.0,30.5145,-97.668
1492,585,apartment,404,1,1.0,31.8552,-106.435
1493,1044,apartment,1062,2,2.0,29.9691,-95.5579
1494,550,apartment,717,1,1.0,26.1734,-97.6783
1495,978,apartment,630,1,1.0,30.4521,-97.7688
1496,1250,apartment,673,1,1.0,30.4036,-97.7526
1497,1145,apartment,876,1,1.0,32.7557,-97.1672
1498,1372,apartment,1175,3,2.0,29.5612,-98.6117
1499,615,apartment,364,0,1.0,35.1653,-101.884
1500,1000,apartment,1100,3,2.0,32.3264,-95.3152
1501,925,apartment,958,2,2.0,33.8712,-98.5127
1502,771,apartment,602,1,1.0,32.392,-99.7746
1503,1600,apartment,1111,2,2.0,29.6404,-98.6248
1504,1090,apartment,867,1,1.0,32.0395,-102.107
1505,1581,apartment,1194,2,2.0,29.6436,-95.798
1506,489,apartment,660,1,1.0,29.8754,-97.9404
1507,675,apartment,700,2,1.0,31.7089,-106.329
1508,925,apartment,724,1,1.0,30.14,-94.1604
1509,755,apartment,475,0,1.0,29.5244,-98.5801
1510,1105,apartment,1040,2,2.0,30.3073,-97.6696
1511,660,apartment,700,1,1.0,31.535,-97.1899
1512,645,apartment,825,2,1.5,33.5469,-101.91
1513,750,apartment,1106,2,2.0,26.2667,-98.185
1514,1149,house,1432,3,2.5,29.4597,-98.6555
1515,750,apartment,725,1,1.0,32.8756,-96.7495
1516,800,apartment,900,2,2.0,26.1923,-98.2657
1517,850,apartment,550,1,1.0,32.2953,-95.2788
1518,695,apartment,662,1,1.0,33.8894,-98.5119
1519,910,apartment,869,2,1.0,28.809,-96.9993
1520,1325,apartment,656,1,1.0,30.2554,-97.7546
1521,960,apartment,501,1,1.0,29.8986,-97.9606
1522,650,apartment,950,2,2.0,26.4481,-98.2842
1523,2700,house,2913,3,2.0,32.9315,-96.7255
1524,715,apartment,456,1,1.0,31.6403,-97.0963
1525,1003,apartment,561,1,1.0,31.5489,-97.1262
1526,629,apartment,640,1,1.0,30.6224,-96.3498
1527,1575,apartment,600,1,1.0,32.0582,-102.089
1528,669,apartment,600,1,1.0,30.619,-96.3185
1529,829,apartment,1130,3,2.0,32.4891,-99.7473
1530,849,apartment,749,1,1.0,30.6045,-96.3123
1531,1275,apartment,905,2,1.0,31.8341,-102.416
1532,990,apartment,935,2,2.0,33.5924,-101.937
1533,1,apartment,931,2,2.0,33.0475,-97.0234
1534,900,house,1350,3,2.0,30.6253,-96.4199
1535,959,apartment,712,1,1.0,29.7229,-98.0742
1536,1140,apartment,742,1,1.5,31.8579,-102.352
1537,875,house,1252,3,1.5,31.9692,-95.2623
1538,615,apartment,364,0,1.0,35.1653,-101.884
1539,2256,apartment,894,2,2.0,30.2428,-97.7658
1540,1750,apartment,2400,2,2.0,29.303,-94.7957
1541,615,apartment,364,0,1.0,35.1653,-101.884
1542,914,apartment,661,1,1.0,29.5298,-95.0334
1543,589,apartment,480,0,1.0,30.619,-96.3185
1544,1169,house,2580,5,2.5,30.8119,-97.5942
1545,950,apartment,1030,2,2.0,32.7484,-97.2163
1546,650,townhouse,1178,2,1.5,31.1252,-97.6974
1547,1175,apartment,672,1,1.0,30.1743,-97.8225
1548,618,apartment,952,2,2.0,33.859,-98.5195
1549,1000,apartment,692,1,1.0,30.506,-97.7472
1550,650,apartment,700,1,1.0,26.1923,-98.2657
1551,990,apartment,1050,3,2.0,33.9675,-98.6868
1552,1170,apartment,1076,2,2.0,29.8754,-97.9404
1553,615,apartment,364,0,1.0,35.1653,-101.884
1554,865,apartment,661,1,1.0,29.5298,-95.0334
1555,1115,apartment,892,2,2.0,29.8754,-97.9404
1556,845,apartment,652,1,1.0,27.6758,-97.3475
1557,349,apartment,275,0,1.0,33.5865,-101.861
1558,815,apartment,726,1,1.0,31.8682,-102.394
1559,955,apartment,975,2,2.0,33.5225,-101.9
1560,955,apartment,993,2,1.0,29.2635,-94.8344
1561,1530,house,1400,3,2.0,30.5624,-97.8489
1562,1300,apartment,1050,3,2.0,29.8754,-97.9404
1563,884,apartment,774,1,1.0,31.2029,-97.9301
1564,1320,apartment,993,2,2.0,32.8614,-97.0735
1565,690,apartment,702,1,1.0,33.8894,-98.5119
1566,550,manufactured,40,1,1.0,29.8633,-98.1677
1567,999,apartment,597,1,1.0,29.8754,-97.9404
1568,800,duplex,963,2,1.5,30.5118,-96.3171
1569,1700,house,1357,3,2.0,30.1716,-95.4985
1570,725,apartment,711,1,1.0,31.535,-97.1899
1571,869,apartment,691,1,1.0,30.0931,-94.1899
1572,1255,apartment,1066,2,2.0,29.7229,-98.0742
1573,795,apartment,652,1,1.0,27.6758,-97.3475
1574,639,apartment,950,2,2.0,27.5304,-97.8825
1575,1498,apartment,750,1,1.0,32.8132,-96.8142
1576,1795,apartment,929,1,1.0,nan,nan
1577,1998,apartment,878,1,0.0,31.8816,-102.013
1578,1600,house,1750,3,2.0,32.5845,-96.9238
1579,675,apartment,584,1,1.0,33.8712,-98.5127
1580,2209,apartment,1260,2,2.0,32.0362,-102.081
1581,590,house,950,3,3.0,31.5525,-97.1396
1582,1281,apartment,1196,2,2.0,30.1928,-97.7651
1583,509,apartment,700,2,2.0,34.9829,-101.902
1584,1039,apartment,966,2,2.0,32.2948,-95.2785
1585,625,apartment,950,2,2.0,26.2059,-97.6738
1586,950,house,1835,3,2.0,33.5159,-101.934
1587,1198,apartment,927,2,2.0,29.6852,-95.4017
1588,625,apartment,900,2,1.0,26.2661,-98.269
1589,699,apartment,803,2,1.0,30.6045,-96.3123
1590,915,apartment,965,2,2.0,29.5613,-97.9628
1591,1100,townhouse,1457,3,2.0,26.2133,-98.2152
1592,349,apartment,275,0,1.0,33.5865,-101.861
1593,973,apartment,812,1,1.0,32.299,-95.2322
1594,855,apartment,645,1,1.0,29.8754,-97.9404
1595,725,apartment,895,2,1.0,33.5924,-101.937
1596,1260,apartment,1355,3,2.0,33.5924,-101.937
1597,804,apartment,795,2,1.0,28.8379,-97.0016
1598,945,apartment,931,2,2.0,33.8712,-98.5127
1599,975,apartment,900,2,0.0,27.677,-97.365
1600,1460,apartment,1189,2,2.0,33.054,-96.7507
1601,690,apartment,540,1,1.0,33.8561,-98.5642
1602,99,apartment,900,1,0.0,27.677,-97.365
1603,800,apartment,725,2,1.5,33.9519,-98.5145
1604,1166,apartment,1150,3,2.0,29.5173,-98.3217
1605,1164,apartment,1051,2,2.0,29.5298,-95.0334
1606,799,apartment,1179,3,2.0,26.4481,-98.2842
1607,630,apartment,680,2,1.0,31.8552,-106.435
1608,874,apartment,987,2,2.0,29.3595,-98.4499
1609,980,apartment,1508,3,2.0,32.4178,-99.7694
1610,807,apartment,1100,2,2.0,33.5196,-101.862
1611,1015,apartment,750,1,1.0,30.4227,-97.8343
1612,979,apartment,1100,2,2.0,29.5463,-95.088
1613,475,apartment,525,1,1.0,31.1223,-97.7185
1614,1849,apartment,1350,3,2.0,29.4189,-98.6895
1615,1538,apartment,630,1,1.0,32.7896,-96.8033
1616,795,apartment,750,1,1.0,29.3456,-98.5118
1617,639,apartment,756,2,1.0,30.6371,-96.3773
1618,925,apartment,820,2,1.0,31.078000000000007,-97.7145
1619,845,apartment,703,1,1.0,27.7103,-97.4092
1620,610,apartment,761,1,1.0,33.8487,-98.5015
1621,999,apartment,726,1,1.0,29.4189,-98.6895
1622,855,apartment,960,2,2.0,32.394,-99.779
1623,625,house,660,2,1.0,35.2198,-101.863
1624,850,apartment,865,2,2.0,33.8633,-98.534
1625,1365,apartment,866,2,2.0,30.4224,-97.7967
1626,789,apartment,720,1,1.0,35.1929,-101.927
1627,615,apartment,364,0,1.0,35.1653,-101.884
1628,520,apartment,855,3,1.0,26.2154,-98.2359
1629,1175,apartment,1214,3,2.0,32.392,-99.7746
1630,981,apartment,1040,2,2.0,32.8958,-96.9744
1631,1684,apartment,902,1,1.0,29.4821,-98.4554
1632,1800,apartment,664,1,1.0,30.2728,-97.7608
1633,615,apartment,550,1,1.0,27.7469,-97.392
1634,1210,apartment,966,2,2.0,29.7092,-98.0805
1635,1050,apartment,800,1,1.0,31.8703,-102.347
1636,859,apartment,1044,2,2.0,30.6448,-95.5798
1637,1149,townhouse,1578,3,3.0,29.5189,-98.6006
1638,799,apartment,300,1,1.0,35.1898,-101.934
1639,1350,apartment,1143,3,2.0,27.4229,-97.8407
