index,price,type,sqfeet,beds,baths,lat,long
2539,475,apartment,525,1,1.0,31.11,-97.7637
2540,625,apartment,539,1,1.0,32.394,-99.779
2541,859,apartment,753,1,1.0,33.5195,-101.961
2542,747,apartment,835,2,1.0,25.9337,-97.5174
2543,675,apartment,700,2,1.0,31.7089,-106.329
2544,1250,condo,1294,3,3.0,30.5911,-96.314
2545,835,apartment,838,2,2.0,29.5144,-98.5971
2546,665,apartment,648,1,1.0,31.7309,-95.6089
2547,988,apartment,675,1,1.0,30.0377,-95.5326
2548,1010,apartment,643,1,1.0,31.9721,-102.137
2549,1355,apartment,790,1,1.0,nan,nan
2550,615,apartment,364,0,1.0,35.1653,-101.884
2551,1570,apartment,1164,3,2.0,29.5038,-98.7265
2552,1474,apartment,956,2,1.0,33.0015,-96.6433
2553,600,apartment,800,1,1.0,27.7683,-97.4013
2554,781,apartment,679,1,1.0,29.9766,-95.6358
2555,819,apartment,975,2,2.0,29.8402,-95.3844
2556,1095,apartment,630,1,1.0,30.2311,-97.7782
2557,1400,house,1700,3,2.0,30.6689,-96.3515
2558,615,apartment,364,0,1.0,35.1653,-101.884
2559,670,apartment,650,2,1.0,31.7089,-106.329
2560,1009,apartment,650,1,1.0,29.5152,-98.4689
2561,1658,apartment,640,1,1.0,30.2638,-97.7166
2562,779,apartment,827,2,1.5,30.6045,-96.3123
2563,505,apartment,560,1,1.0,35.1663,-101.887
2564,925,apartment,784,2,1.0,27.7391,-97.3679
2565,1075,apartment,794,1,1.0,32.8805,-96.961
2566,815,apartment,540,1,1.0,32.9446,-96.6706
2567,569,apartment,650,1,1.0,27.5304,-97.8825
2568,719,apartment,504,1,1.0,26.2551,-98.1861
2569,1349,house,2543,5,2.5,30.1415,-97.849
2570,1010,apartment,643,1,1.0,31.9721,-102.137
2571,769,apartment,900,2,1.0,30.7061,-95.5495
2572,615,apartment,522,1,1.0,31.8552,-106.435
2573,800,apartment,890,2,2.0,26.1923,-98.2657
2574,770,apartment,835,2,1.0,29.8754,-97.9404
2575,1230,apartment,1150,3,2.0,27.699,-97.3628
2576,1174,apartment,687,1,1.0,31.077,-97.3666
2577,715,apartment,761,1,1.0,33.8894,-98.5119
2578,1259,apartment,1153,2,2.0,28.8104,-96.9742
2579,975,apartment,1650,3,2.0,26.1951,-97.689
2580,1030,apartment,1231,3,2.0,32.4439,-99.7001
2581,790,apartment,760,1,1.0,32.396,-99.765
2582,925,house,1420,3,2.5,31.1285,-97.6836
2583,819,apartment,753,2,1.0,27.677,-97.365
2584,1285,apartment,858,1,1.0,32.9726,-97.0424
2585,857,apartment,708,1,1.0,29.5652,-98.4772
2586,1155,apartment,985,2,2.0,32.0395,-102.107
2587,680,apartment,510,1,1.0,32.392,-99.7746
2588,1450,apartment,840,1,1.0,30.2315,-97.7223
2589,1667,apartment,748,1,1.0,32.0199,-102.148
2590,1210,apartment,981,2,2.0,32.7575,-97.117
2591,759,apartment,844,1,1.5,32.4066,-99.7718
2592,669,apartment,600,1,1.0,30.619,-96.3185
2593,1000,apartment,1050,3,2.0,27.6411,-97.2993
2594,850,apartment,924,2,1.0,32.7484,-97.2163
2595,899,apartment,590,1,1.0,30.1044,-95.5066
2596,955,apartment,975,2,2.0,33.5282,-101.909
2597,1175,apartment,967,1,1.0,29.7067,-98.1166
2598,680,apartment,510,1,1.0,32.392,-99.7746
2599,1499,apartment,728,1,1.0,32.0275,-102.092
2600,1315,apartment,1007,2,2.0,30.638,-96.294
2601,950,manufactured,1191,3,2.0,35.2766,-101.819
2602,734,apartment,638,1,1.0,29.9714,-95.5463
2603,709,apartment,750,1,1.0,32.5036,-94.6771
2604,1500,apartment,735,1,1.0,31.889,-102.355
2605,759,apartment,700,1,1.0,30.7061,-95.5495
2606,2080,townhouse,1537,2,2.5,32.0124,-102.124
2607,979,apartment,1100,2,2.0,29.5463,-95.088
2608,1475,apartment,1202,2,2.0,31.9938,-102.107
2609,2306,apartment,1068,2,2.0,30.3093,-97.7242
2610,1099,apartment,1100,2,2.0,31.2029,-97.9301
2611,888,apartment,495,1,1.0,30.4036,-97.7526
2612,615,apartment,364,0,1.0,35.1653,-101.884
2613,945,apartment,890,2,2.0,27.6758,-97.3475
2614,509,apartment,700,2,2.0,34.9829,-101.902
2615,349,apartment,275,0,1.0,33.5865,-101.861
2616,659,apartment,600,1,1.0,30.619,-96.3185
2617,1605,apartment,1226,2,2.0,30.2494,-97.8933
2618,915,apartment,918,2,1.0,29.2635,-94.8344
2619,2420,apartment,1156,2,2.0,30.2393,-97.7205
2620,1075,apartment,1126,2,2.0,32.2768,-95.3031
2621,950,apartment,1004,2,1.0,32.7062,-97.4333
2622,670,apartment,570,1,1.0,31.1172,-97.6651
2623,690,apartment,702,1,1.0,33.8894,-98.5119
2624,630,apartment,680,2,1.0,31.8552,-106.435
2625,960,apartment,501,1,1.0,29.8986,-97.9606
2626,859,apartment,1044,2,2.0,30.7061,-95.5495
2627,1575,apartment,600,1,1.0,32.0582,-102.089
2628,845,apartment,660,1,1.0,29.2635,-94.8344
2629,1769,apartment,1488,3,2.0,33.1951,-96.6642
2630,595,apartment,608,1,1.0,32.4442,-99.7033
2631,725,house,950,2,1.0,32.4126,-95.6371
2632,2341,apartment,1056,2,2.0,32.0278,-102.155
2633,740,apartment,835,2,2.0,31.5171,-97.1198
2634,1059,apartment,963,1,1.0,29.9627,-94.0004
2635,1005,apartment,735,1,1.0,29.8931,-98.6857
2636,1097,apartment,930,2,2.0,29.6964,-95.3878
2637,995,apartment,890,2,2.0,27.6758,-97.3475
2638,800,apartment,900,2,2.0,26.1923,-98.2657
2639,525,apartment,975,2,2.0,26.206,-97.6738
2640,389,apartment,1107,4,2.0,30.5922,-96.3276
2641,995,apartment,900,2,2.0,32.2945,-95.277
2642,853,apartment,988,2,2.0,32.2877,-95.3063
2643,1115,apartment,710,1,1.0,32.0351,-102.134
2644,1349,house,2220,4,2.5,29.4599,-98.7479
2645,1050,apartment,864,2,1.5,32.8079,-96.6675
2646,835,apartment,632,1,1.0,32.299,-95.2322
2647,730,apartment,750,1,1.0,30.1175,-94.1903
2648,1150,house,1200,4,2.0,32.5062,-95.4006
2649,1070,apartment,1325,2,2.0,33.8633,-98.534
2650,830,apartment,750,1,1.0,29.6547,-95.5828
2651,1590,apartment,1120,3,2.0,31.8926,-102.351
2652,925,apartment,931,2,2.0,33.8712,-98.5127
2653,734,apartment,1017,2,2.0,33.8643,-98.494
2654,525,duplex,864,2,1.0,32.4454,-99.7711
2655,618,apartment,952,2,2.0,33.859,-98.5195
2656,565,apartment,1300,4,4.0,29.8879,-97.9434
2657,890,apartment,566,1,1.0,31.889,-102.355
2658,610,apartment,761,1,1.0,33.8487,-98.5015
2659,722,apartment,760,2,1.0,25.9337,-97.5174
2660,1170,apartment,892,2,2.0,29.8754,-97.9404
2661,1910,apartment,1481,2,2.0,32.0124,-102.124
2662,675,townhouse,850,2,1.5,31.0913,-97.7919
2663,1091,apartment,885,2,2.0,29.5612,-98.6117
2664,1114,apartment,896,2,0.0,29.6704,-98.1128
2665,1610,apartment,1010,2,2.0,32.0276,-102.148
2666,727,apartment,616,1,1.0,29.8754,-97.9404
2667,1490,condo,1225,2,2.0,32.0055,-102.127
2668,745,apartment,822,2,1.0,31.7966,-106.335
2669,985,apartment,1039,2,2.0,34.0775,-98.5571
2670,1070,apartment,1128,2,1.0,32.8958,-96.9744
2671,730,apartment,678,1,1.0,29.5042,-98.5697
2672,730,apartment,750,1,1.0,30.1175,-94.1903
2673,615,apartment,522,1,1.0,31.8552,-106.435
2674,886,apartment,636,1,1.0,29.8754,-97.9404
2675,1095,apartment,885,2,2.0,29.5038,-98.7265
2676,339,apartment,1169,3,2.0,31.553,-97.1255
2677,800,house,1000,2,2.0,26.2568,-98.2249
2678,1709,apartment,732,1,1.0,32.0582,-102.089
2679,842,apartment,1137,3,2.0,33.8643,-98.494
2680,1005,apartment,766,1,1.0,32.0199,-102.148
2681,1189,apartment,983,2,2.0,30.5118,-96.3171
2682,975,apartment,713,1,1.0,29.8754,-97.9404
2683,600,house,840,2,2.0,33.5865,-101.861
2684,725,apartment,711,1,1.0,31.5292,-97.191
2685,1361,manufactured,1568,4,2.0,32.419000000000004,-95.2106
2686,700,duplex,1080,3,2.0,33.5704,-101.863
2687,1010,apartment,735,1,1.0,30.638,-96.294
2688,1020,apartment,692,1,1.0,29.8754,-97.9404
2689,675,apartment,700,2,1.0,31.7089,-106.329
2690,2250,house,2956,4,3.5,30.0569,-95.1835
2691,700,apartment,746,2,1.0,31.8552,-106.435
2692,975,apartment,856,2,1.0,29.3623,-95.0195
2693,590,manufactured,784,2,1.0,31.6158,-106.232
2694,1250,apartment,850,2,2.0,31.9412,-102.403
2695,860,apartment,1040,2,2.5,30.6189,-96.3154
2696,765,apartment,637,1,1.0,27.7103,-97.4092
2697,650,apartment,770,2,0.0,33.8655,-98.5665
2698,1399,apartment,885,1,1.0,32.8595,-96.9762
2699,770,apartment,1000,2,2.0,33.8894,-98.5119
2700,1379,apartment,1156,2,2.0,30.1044,-95.5066
2701,585,apartment,404,1,1.0,31.8552,-106.435
2702,2094,apartment,1045,2,2.0,32.0295,-102.091
2703,1262,apartment,1280,3,2.0,32.3042,-95.3225
2704,1100,apartment,1200,3,2.0,26.4481,-98.2842
2705,675,manufactured,1000,3,2.0,35.2225,-101.765
2706,454,apartment,1150,4,2.0,31.5171,-97.1198
2707,1175,apartment,650,1,1.0,30.2063,-97.7956
2708,885,apartment,912,2,2.0,32.4001,-99.7691
2709,1397,apartment,1080,2,2.0,32.7392,-97.3852
2710,1279,apartment,1100,3,2.0,29.5042,-98.5697
2711,600,house,870,3,1.0,33.5869,-101.812
2712,785,apartment,650,1,1.0,33.9675,-98.6868
2713,799,apartment,654,1,1.0,33.5195,-101.961
2714,625,apartment,650,1,1.0,33.8633,-98.534
2715,876,apartment,620,1,1.0,30.4521,-97.7688
2716,2341,apartment,1056,2,2.0,32.0278,-102.155
2717,850,house,750,2,1.0,27.7941,-97.403
2718,1074,apartment,1088,3,2.0,28.8379,-97.0016
2719,1512,apartment,1150,3,2.0,29.8754,-97.9404
2720,760,apartment,620,1,1.0,31.3489,-94.8327
2721,800,apartment,900,2,2.0,26.1923,-98.2657
2722,995,apartment,600,1,1.0,31.8792,-102.301
2723,1219,apartment,1052,2,2.0,27.5663,-99.4994
2724,2350,apartment,1045,2,1.0,30.29,-97.7507
2725,1650,house,1583,5,4.0,30.6263,-96.295
2726,750,house,700,2,1.0,35.1629,-101.86
2727,1159,apartment,966,2,2.0,31.5171,-97.1198
2728,630,apartment,680,2,1.0,31.8552,-106.435
2729,625,apartment,711,1,1.0,31.535,-97.1899
2730,1200,apartment,1115,3,2.0,29.8754,-97.9404
2731,744,apartment,521,1,1.0,32.758,-97.0358
2732,675,apartment,700,2,1.0,31.7089,-106.329
2733,670,apartment,565,1,1.0,31.7411,-106.302
2734,1279,apartment,1195,2,2.0,28.8104,-96.9742
2735,1215,apartment,1739,3,2.5,31.8045,-105.966
2736,995,apartment,817,2,1.0,27.6758,-97.3475
2737,545,apartment,508,1,1.0,33.5497,-101.919
2738,1025,apartment,726,1,1.0,31.8682,-102.394
2739,1105,apartment,1001,3,2.0,29.8754,-97.9404
2740,975,apartment,713,1,1.0,29.8754,-97.9404
2741,689,apartment,728,1,1.0,32.4066,-99.7718
2742,1465,apartment,981,2,2.0,27.677,-97.365
2743,1694,apartment,839,1,1.0,32.0362,-102.081
2744,1105,apartment,1115,3,2.0,29.8754,-97.9404
2745,695,apartment,975,2,2.0,26.4481,-98.2842
2746,750,manufactured,1216,3,2.0,35.1615,-101.817
2747,635,apartment,501,1,1.0,28.8379,-97.0016
2748,595,apartment,995,1,1.5,26.1734,-97.6783
2749,1265,apartment,1089,2,2.0,30.43,-97.8326
2750,810,apartment,660,1,1.0,29.5144,-98.5971
2751,800,apartment,900,2,2.0,26.1923,-98.2657
2752,723,apartment,1040,3,2.0,26.4661,-98.0695
2753,680,apartment,510,1,1.0,32.396,-99.765
2754,509,house,2015,4,2.5,30.2063,-97.7956
2755,979,apartment,1028,2,2.0,29.5126,-98.4392
2756,1115,apartment,950,2,2.0,31.5892,-99.6326
2757,790,apartment,652,1,1.0,27.7103,-97.4092
2758,1525,flat,1360,2,2.0,32.0055,-102.127
2759,509,apartment,700,2,2.0,34.9829,-101.902
2760,915,apartment,620,1,1.0,29.8754,-97.9404
2761,630,apartment,680,2,1.0,31.8552,-106.435
2762,1551,apartment,589,1,1.0,29.7594,-95.3594
2763,1875,apartment,1395,3,2.0,30.198,-97.8453
2764,1050,apartment,800,1,1.0,31.8703,-102.347
2765,842,apartment,1137,3,2.0,33.8643,-98.494
2766,1240,apartment,551,1,1.0,30.3093,-97.7242
2767,900,apartment,1436,3,2.0,35.2067,-101.86
2768,723,apartment,940,2,0.0,34.086,-98.5708
2769,2333,apartment,1260,2,2.0,32.0363,-102.081
2770,1465,apartment,981,2,2.0,27.677,-97.365
2771,999,apartment,1000,2,2.0,29.8568,-97.949
2772,660,apartment,808,1,1.0,32.5266,-94.7199
2773,1075,house,1400,4,2.0,33.5497,-101.856
2774,756,apartment,682,1,1.0,29.5395,-98.4194
2775,899,apartment,1029,3,0.0,31.7567,-106.354
2776,750,house,720,2,1.0,29.4106,-98.4128
2777,745,condo,659,1,1.0,29.5189,-98.6006
2778,475,apartment,525,1,1.0,31.1223,-97.7185
2779,599,apartment,977,2,2.0,30.5932,-96.3271
2780,730,apartment,750,1,1.0,30.1175,-94.1903
2781,700,apartment,746,2,1.0,31.8552,-106.435
2782,935,apartment,605,1,1.0,29.7092,-98.0805
2783,1100,apartment,625,1,1.0,30.249,-97.8414
2784,629,apartment,350,0,1.0,29.4711,-98.5356
2785,615,apartment,364,1,0.0,35.1653,-101.884
2786,740,apartment,906,2,1.0,31.535,-97.1899
2787,1500,apartment,1032,3,2.0,29.8754,-97.9404
2788,699,apartment,769,1,1.0,33.5434,-101.934
2789,810,apartment,1090,2,2.0,32.4366,-99.79
2790,1455,apartment,1010,2,2.0,32.0276,-102.148
2791,1275,apartment,637,1,1.0,32.7492,-96.8389
2792,615,apartment,364,0,1.0,35.1653,-101.884
2793,1394,condo,750,1,1.0,29.7594,-95.3594
2794,675,apartment,650,1,1.0,33.9519,-98.5145
2795,850,apartment,360,1,1.0,30.2346,-97.7305
2796,750,apartment,1100,2,1.0,31.5527,-97.1588
2797,1960,house,2076,4,2.5,29.346,-98.6464
2798,660,apartment,800,2,2.0,33.8561,-98.5642
2799,1680,apartment,1199,2,2.0,32.7392,-97.3852
2800,730,apartment,750,1,1.0,30.1175,-94.1903
2801,615,apartment,364,0,1.0,35.1653,-101.884
2802,759,apartment,700,1,1.0,30.7061,-95.5495
2803,730,apartment,750,1,1.0,30.1175,-94.1903
2804,500,apartment,840,2,2.0,32.3193,-95.2533
2805,1295,condo,50,1,1.0,29.7337,-95.4991
2806,1015,apartment,787,1,1.0,29.7085,-98.1154
2807,1260,apartment,1355,3,2.0,33.5924,-101.937
2808,800,apartment,1000,2,2.0,26.2332,-98.1939
2809,925,apartment,724,1,1.0,30.14,-94.1604
2810,1900,house,2500,3,3.0,30.7177,-97.7543
2811,1475,house,2000,3,2.0,35.1916,-102.212
2812,700,apartment,746,2,1.0,31.8552,-106.435
2813,935,manufactured,1216,3,2.0,32.419000000000004,-95.2106
2814,730,apartment,750,1,1.0,30.1175,-94.1903
2815,760,apartment,653,1,1.0,29.6984,-95.5405
2816,785,apartment,650,1,1.0,33.9675,-98.6868
2817,975,apartment,834,2,1.0,27.7103,-97.4092
2818,804,apartment,750,1,1.0,29.6812,-95.1551
2819,580,house,785,2,1.0,31.5525,-97.1396
2820,799,apartment,912,2,2.0,32.4001,-99.7691
2821,1754,apartment,1039,2,2.0,31.8991,-102.281
2822,695,apartment,600,1,1.0,31.1281,-97.7356
2823,1030,apartment,843,2,2.0,29.8754,-97.9404
2824,1495,loft,1446,1,1.0,35.2054,-101.828
2825,615,apartment,364,0,1.0,35.1653,-101.884
2826,642,apartment,743,2,1.0,35.1806,-101.864
2827,889,apartment,597,1,0.0,29.6706,-98.1121
2828,1050,apartment,924,2,2.0,29.4406,-95.0977
2829,1149,apartment,903,2,1.0,29.5298,-95.0334
2830,990,apartment,1042,2,2.0,32.5467,-94.7487
2831,700,apartment,746,2,1.0,31.8552,-106.435
2832,1145,apartment,1308,2,2.0,33.5491,-101.751
2833,1035,apartment,1024,2,2.0,32.5547,-94.7767
2834,1680,apartment,1235,2,2.5,29.2679,-94.8329
2835,1185,duplex,1200,3,2.0,29.6973,-98.1053
2836,779,apartment,827,2,1.5,30.6363,-96.3791
2837,600,apartment,500,0,1.0,35.1954,-101.799
2838,695,apartment,662,1,1.0,33.8894,-98.5119
2839,1100,apartment,750,2,1.0,27.7637,-97.4006
2840,615,apartment,364,0,1.0,35.1653,-101.884
2841,615,apartment,364,0,1.0,35.1653,-101.884
2842,1165,apartment,755,1,1.0,32.0351,-102.134
2843,689,apartment,575,1,1.0,29.5244,-98.5801
2844,1342,apartment,674,1,1.0,32.8132,-96.8142
2845,715,apartment,761,1,1.0,33.8894,-98.5119
2846,700,apartment,650,1,1.0,33.9519,-98.5145
2847,2080,condo,1537,2,2.5,32.0124,-102.124
2848,890,apartment,665,1,1.0,30.2063,-97.7956
2849,1039,apartment,904,2,2.0,29.5613,-97.9628
2850,978,apartment,932,2,2.0,29.5244,-98.5801
2851,955,apartment,675,1,1.0,30.4036,-97.7526
2852,1049,apartment,652,1,0.0,33.292,-96.9879
2853,928,apartment,812,1,1.0,32.299,-95.2322
2854,545,apartment,528,1,1.0,33.5497,-101.919
2855,1234,apartment,1074,2,2.0,28.8104,-96.9742
2856,1225,apartment,548,1,1.0,30.2411,-97.853
2857,1317,apartment,990,2,2.0,33.0712,-96.6965
2858,1205,apartment,742,1,1.5,31.8579,-102.352
2859,1180,apartment,619,1,1.0,29.8016,-95.4467
2860,1519,apartment,759,1,1.0,31.9235,-102.292
2861,730,apartment,648,1,1.0,29.5091,-95.0338
2862,811,apartment,848,2,2.0,32.3229,-95.2505
2863,865,apartment,922,2,1.0,26.2388,-98.2195
2864,968,apartment,768,1,1.0,29.7363,-95.4898
2865,650,apartment,775,2,1.0,31.9619,-95.2682
2866,875,apartment,950,2,2.0,27.5569,-99.4907
2867,950,apartment,1012,2,2.0,29.6603,-95.5965
2868,1195,condo,420,1,1.0,27.8278,-97.3851
2869,655,apartment,584,1,1.0,33.8712,-98.5127
2870,1550,townhouse,1517,2,2.5,29.7446,-95.4683
2871,1090,apartment,1401,3,2.0,33.8712,-98.5127
2872,1075,apartment,903,2,1.0,29.5298,-95.0334
2873,1230,apartment,1107,3,2.0,32.3229,-95.2505
2874,1631,apartment,1177,2,2.0,30.2303,-97.8864
2875,975,apartment,995,2,1.0,29.8754,-97.9404
2876,950,apartment,943,2,2.0,31.5261,-97.184
2877,955,apartment,975,2,2.0,33.5225,-101.9
2878,1050,apartment,700,1,1.0,30.3242,-97.7359
2879,1525,apartment,1300,3,2.0,29.2971,-94.8002
2880,925,apartment,1018,2,2.0,35.1927,-101.927
2881,1255,apartment,1052,2,1.0,31.889,-102.355
2882,750,house,1380,3,2.0,33.8161,-98.695
2883,700,apartment,650,1,1.0,33.9519,-98.5145
2884,1089,apartment,1340,3,2.5,30.7061,-95.5495
2885,750,apartment,725,2,1.5,33.9519,-98.5145
2886,767,apartment,965,2,2.0,33.6062,-101.788
2887,615,apartment,364,0,1.0,35.1653,-101.884
2888,790,apartment,900,2,2.0,31.0854,-97.6489
2889,1170,apartment,1156,2,2.0,29.2635,-94.8344
2890,670,apartment,650,2,1.0,31.7089,-106.329
2891,1184,apartment,993,2,1.0,32.8409,-97.2854
2892,1835,apartment,1481,3,2.0,30.4521,-97.7688
2893,644,apartment,536,1,1.0,27.7202,-97.398
2894,1305,apartment,896,1,1.0,30.3607,-97.8241
2895,1100,house,1630,3,2.0,26.2961,-98.1904
2896,654,apartment,700,1,1.0,32.5122,-94.7738
2897,1095,apartment,885,2,2.0,29.5038,-98.7265
2898,750,in-law,1250,3,2.0,31.653,-99.9133
2899,1400,house,1400,3,2.0,29.5572,-98.6249
2900,795,apartment,746,1,1.0,29.506,-98.5576
2901,970,apartment,1076,2,2.0,35.1928,-101.927
2902,619,apartment,616,1,1.0,30.6057,-96.3108
2903,735,apartment,933,2,2.0,29.8986,-97.9606
2904,1125,apartment,1093,2,2.5,32.8615,-96.6211
2905,749,apartment,640,1,1.0,30.6224,-96.3498
2906,999,apartment,1370,3,3.0,33.5924,-101.937
2907,1034,apartment,927,2,2.0,29.5906,-98.4501
2908,1025,apartment,940,3,2.0,26.3162,-98.1532
2909,975,manufactured,1216,3,2.0,32.419000000000004,-95.2106
2910,1220,apartment,962,2,1.0,29.5563,-98.3643
2911,795,apartment,600,1,1.0,31.5171,-97.1939
2912,795,townhouse,922,2,1.5,31.8391,-106.546
2913,1395,apartment,1100,2,2.0,29.8754,-97.9404
2914,849,apartment,880,2,1.5,30.6224,-96.3498
2915,985,apartment,1118,2,2.0,34.0775,-98.5571
2916,819,apartment,702,1,1.0,29.8754,-97.9404
2917,934,apartment,751,1,1.0,28.809,-96.9993
2918,925,house,1807,4,1.5,27.6604,-98.0833
2919,869,apartment,691,1,1.0,30.0931,-94.1899
2920,650,apartment,600,1,1.0,26.1988,-98.2287
2921,1399,apartment,683,1,1.0,32.0199,-102.148
2922,1324,apartment,986,2,2.0,32.9503,-96.819
2923,750,apartment,260,1,1.0,31.454,-100.458
2924,1070,apartment,931,2,1.0,30.5083,-97.6789
2925,895,apartment,688,1,1.0,27.7391,-97.3679
2926,669,apartment,600,1,1.0,30.619,-96.3185
2927,1055,apartment,929,1,1.0,29.5578,-98.5167
2928,925,apartment,1076,2,1.0,29.7176,-95.5186
2929,850,duplex,1500,3,2.0,32.3711,-94.8444
2930,750,house,1687,3,2.0,32.0243,-102.087
2931,2295,apartment,1064,2,2.0,30.2393,-97.7205
2932,945,apartment,540,1,1.0,31.9412,-102.403
2933,1079,apartment,875,2,2.0,29.5613,-97.9628
2934,730,apartment,750,1,1.0,30.1175,-94.1903
2935,860,apartment,757,1,1.0,29.5298,-95.0334
2936,1320,apartment,791,2,1.5,29.2766,-94.8303
2937,1195,apartment,776,1,1.0,30.2306,-97.8791
2938,900,apartment,760,1,1.0,30.6564,-96.2896
2939,775,apartment,584,1,1.0,33.8633,-98.534
2940,990,apartment,481,1,1.0,30.2063,-97.7956
2941,869,apartment,691,1,1.0,30.0931,-94.1899
2942,1477,apartment,1326,2,2.0,30.5145,-97.668
2943,1024,manufactured,1216,3,2.0,32.347,-95.3347
2944,995,apartment,600,1,1.0,31.8792,-102.301
2945,660,apartment,689,2,1.0,31.8552,-106.435
2946,695,apartment,662,1,1.0,33.8894,-98.5119
2947,995,apartment,414,0,1.0,30.3093,-97.7242
2948,550,apartment,717,1,1.0,26.1734,-97.6783
2949,800,apartment,900,2,2.0,26.1923,-98.2657
2950,670,apartment,650,2,1.0,31.7089,-106.329
2951,700,apartment,670,1,1.0,29.8754,-97.9404
2952,1035,manufactured,1216,3,2.0,32.419000000000004,-95.2106
2953,979,apartment,624,1,1.0,29.9966,-97.8335
2954,735,apartment,1500,3,3.5,29.8986,-97.9606
2955,910,apartment,880,2,1.0,27.699,-97.3628
2956,875,apartment,847,1,1.0,29.9691,-95.5579
2957,650,apartment,774,1,1.0,33.5196,-101.862
2958,800,house,1,3,2.0,26.2159,-98.3253
2959,750,loft,1100,2,2.0,32.361999999999995,-95.3117
2960,970,apartment,1095,2,2.0,33.5924,-101.937
2961,779,apartment,827,2,1.5,30.6045,-96.3123
2962,800,apartment,800,1,1.0,27.7683,-97.4013
2963,619,apartment,616,1,1.0,30.6057,-96.3108
2964,1518,apartment,684,1,1.0,32.0199,-102.148
2965,1709,apartment,732,1,1.0,32.0295,-102.091
2966,829,apartment,587,1,1.0,30.5118,-96.3171
2967,1700,house,2016,3,2.5,26.1831,-97.7468
2968,1024,apartment,1040,2,2.0,32.8958,-96.9744
2969,959,apartment,795,1,1.0,29.8941,-95.6481
2970,1600,apartment,1111,2,2.0,29.6404,-98.6248
2971,825,apartment,825,1,1.0,29.5595,-98.4144
2972,1,apartment,794,1,1.0,31.9896,-102.063
2973,950,apartment,575,1,1.0,30.2346,-97.7305
2974,775,apartment,800,2,1.0,31.9215,-106.407
2975,1890,house,1360,3,2.0,32.5143,-95.9047
2976,899,apartment,850,1,1.5,29.8754,-97.9404
2977,949,apartment,916,2,2.0,30.6045,-96.3123
2978,1399,apartment,1175,2,2.0,33.0015,-96.6433
2979,1760,house,1565,4,2.0,30.5084,-97.7062
2980,688,apartment,778,2,1.0,31.605,-106.277
2981,2460,house,2200,4,2.5,30.4521,-97.7688
2982,1115,apartment,1100,3,2.0,29.7896,-94.9798
2983,730,apartment,750,1,1.0,30.1175,-94.1903
2984,935,townhouse,1065,2,1.5,32.723,-97.4483
2985,1429,apartment,1162,2,2.0,29.7229,-98.0742
2986,1400,apartment,950,2,2.0,30.2375,-97.7626
2987,1050,apartment,769,1,1.0,29.4337,-98.6535
2988,770,apartment,683,1,1.0,33.8712,-98.5127
2989,655,apartment,751,1,1.0,31.5346,-97.1634
2990,1105,apartment,1115,3,2.0,29.8754,-97.9404
2991,700,apartment,650,1,1.0,33.9519,-98.5145
2992,1330,apartment,1025,2,2.0,30.3873,-97.7481
2993,750,townhouse,1130,2,1.5,30.5852,-96.3133
2994,730,apartment,750,1,1.0,30.1175,-94.1903
2995,2069,apartment,1045,2,2.0,32.0617,-102.074
2996,579,apartment,796,2,1.0,31.6287,-94.6548
2997,730,apartment,750,1,1.0,30.1175,-94.1903
2998,1399,house,2593,5,2.5,29.4599,-98.7479
2999,995,apartment,903,2,1.0,27.7103,-97.4092
3000,639,apartment,950,2,2.0,27.5304,-97.8825
3001,1180,apartment,1143,2,2.0,29.5298,-95.0334
3002,739,apartment,860,2,1.0,32.6782,-96.7646
3003,1070,apartment,1325,2,2.0,33.8633,-98.534
3004,720,apartment,846,2,1.5,30.6189,-96.3154
3005,929,apartment,693,1,1.0,30.5118,-96.3171
3006,640,apartment,840,2,1.0,33.6975,-101.905
3007,585,apartment,404,1,1.0,31.8552,-106.435
3008,1225,townhouse,1084,2,2.5,32.9376,-96.8077
3009,695,apartment,600,1,1.0,32.3512,-95.3749
3010,885,apartment,660,1,1.0,32.8958,-96.9744
3011,675,apartment,700,2,1.0,31.7089,-106.329
3012,900,house,1175,3,2.0,33.5552,-101.842
3013,700,apartment,650,1,1.0,33.9519,-98.5145
3014,1256,apartment,712,1,1.0,32.0276,-102.148
3015,879,house,1436,3,2.5,30.8119,-97.5942
3016,850,apartment,600,1,1.0,29.5038,-98.7265
3017,1105,apartment,1040,2,2.0,30.3073,-97.6696
3018,799,apartment,850,2,2.0,29.813,-95.5557
3019,900,house,1200,3,1.5,28.6011,-96.6259
3020,825,apartment,805,2,2.0,33.8633,-98.534
3021,1000,apartment,1073,2,2.0,33.5491,-101.751
3022,950,apartment,1100,3,3.0,29.8754,-97.9404
3023,630,apartment,680,2,1.0,31.8552,-106.435
3024,559,apartment,1025,2,2.0,30.6122,-96.3175
3025,1025,apartment,625,1,1.0,30.2319,-97.7774
3026,1350,house,1720,4,2.0,31.063,-97.7106
3027,1125,apartment,828,2,1.0,30.2096,-97.8064
3028,1285,apartment,1170,2,2.0,32.7557,-97.1672
3029,995,apartment,817,2,2.0,27.6758,-97.3475
3030,700,apartment,670,1,1.0,32.431999999999995,-99.7724
3031,719,apartment,620,1,1.0,32.2877,-95.3063
3032,730,apartment,750,1,1.0,30.1175,-94.1903
3033,880,apartment,1500,3,2.5,31.8491,-106.455
